Feature_ID	Taxon	Consensus
340bd46acf9f67746559273257cab8d9	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Chrysozymaceae	0.667
3413088a9b3a632bbf6bcaf56efe69ad	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales	0.667
3415395bb4926be26fa0ed61a3907d43	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__unidentified	0.6
34258e772dc89fb02f4ceab1e2f7a1d2	Unassigned	1.0
342eb4fb417588fe6d0a66015acd575d	k__Fungi;p__Basidiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	1.0
3431affe17a4bbf5eb41e5a9d7ee4026	Unassigned	1.0
344c042a5e4575015de0c7c90f556b9e	Unassigned	1.0
344c1c8415e074935db1cbfa65673184	Unassigned	1.0
344c3cc11b8838c4e6bbcf3bdf4f057b	Unassigned	1.0
3451fb6fe2164da7fff1d3688db892a1	Unassigned	1.0
3453561c8a3dd083fd288286bc695987	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Clavaria;s__Clavaria_crosslandii	1.0
3464eda9b4d21b87200c33dbe2b94ee7	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella	0.7
34663398fc8f81b30c8bd4783cb717ea	Unassigned	1.0
3479a9fa6b90de7e0ff075a45d1b6a99	Unassigned	1.0
347f51afefc3b2022fc7768c1fa19d09	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Solicoccozyma	0.714
34ae6e056f30d5e434cc776e91ba30e6	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales	0.8
34b5973e8e071815620bb691298c5c5e	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae	0.7
34b5cc9a8d561e50e91343d921c8bd50	Unassigned	1.0
34b6a6ca03f9b619c2b770a04fe0ee5e	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria	1.0
34bff5e34d454b4dcea0f41ca1712b47	Unassigned	1.0
34c29b965e0e14d3ace8392927778749	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Diatrypaceae	0.8
34cdf0160fd5e5f35d88750d45f14849	Unassigned	1.0
34cf9fc65c7ed603ad62312a7f02ccab	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae	0.9
34d0564bea8d30b35c3a187858ffb46c	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae	0.7
34d86aaf0d52a3544d30f439cbe1adb4	Unassigned	1.0
34dffe9c2853d79ba9bab74c8c7fe506	Unassigned	1.0
34f25746108d52be531b64fda37eb780	Unassigned	1.0
34f54732e86ce9289c3b725f0d6da550	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__unidentified;g__unidentified;s__unidentified	1.0
34f8889c67ed2c9278745171cbc35c86	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.9
34fd9e2711ed3c3a3d4ef6a84a61468e	Unassigned	1.0
3502d54f4a11cc75d38df0321e853876	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__unidentified;s__unidentified	0.667
3506666cac486a4516d400633e737b42	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__unidentified;g__unidentified;s__unidentified	0.75
3521ea44b95a5da54839c46fbbe5d983	Unassigned	1.0
35241b0604d5f2a3198e95ab96ebf2f1	Unassigned	1.0
3524830c29285423edea30b404b0eddd	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis;s__Funneliformis_mosseae	0.7
3524bda7e4598d08816379f4eaa942b1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria	1.0
35270fe3377e6792fe30b220eeafdb70	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Devriesia;s__unidentified	1.0
35288477d2d3572e933156d69de3d2e4	Unassigned	1.0
352f06993df3214c43cc76b3cf692855	k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Urocystidales;f__Urocystidaceae;g__Urocystis	0.667
3537645318b3f937c2ddf1819e830382	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	1.0
353c65bac0f4428859fa072d537f65ec	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella	1.0
3540757764301f483e6a1a8e32c9de7a	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.6
354204dc17bbb9a71888fae12b2ad0d6	Unassigned	1.0
35556fd765504d31647ccdb7c9fcbf90	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae	0.8
355ed6d2848cb4de66b01cfc187e8072	Unassigned	1.0
356029119fee7a1163230d44723c6c73	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Cunninghamellaceae;g__Gongronella;s__Gongronella_butleri	0.8
3562237489850a837ffa4d2d319fab3a	Unassigned	1.0
356c83f21eb321ff4b37a83b541a1a11	Unassigned	1.0
356d0b2a8e2d7a6042fcebebe0fdd67a	Unassigned	1.0
356f9b254cb55acf584e10f29ae99fda	k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiales;f__unidentified;g__unidentified;s__unidentified	1.0
359c00b3248c9d730e5c9b554907ca19	Unassigned	1.0
35a54a549e03b267bb439e36ccf4f892	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Sympoventuriaceae	0.667
35a9ae7c946067c853757ee3f399c84c	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.7
35af2fc1373794f6d5834a8c3ebae61f	Unassigned	1.0
35b24a9e8c526ec21fea4d9fd0579347	Unassigned	1.0
35b3413d9794c73f0f0f1d2be5dc67ae	Unassigned	1.0
35bb3a9bb69c9060c01820b961884fc4	Unassigned	1.0
35c056c318c6025dc9617340845fa1ee	Unassigned	1.0
35c5cdc5bc1aafef15962069c1b7c016	Unassigned	1.0
35c804edede7cdc7217082e06a928510	Unassigned	1.0
35c8521fda43a38910d439d1e1421ee9	Unassigned	1.0
35ca5c21d2f6ff97dc39b8e46c9e3e62	k__Fungi;p__Glomeromycota;c__Paraglomeromycetes;o__Paraglomerales;f__unidentified;g__unidentified;s__unidentified	0.6
35d433b15951f6a49ec7f410956190f6	Unassigned	1.0
35d6aa326f0d6d143960602f7894f7bb	Unassigned	1.0
35d6fc220ad243f23d0eb4e44718f137	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae	0.9
35dc1297740c6e2b72dd24dea7709f11	Unassigned	1.0
35e2680096291eefc5d7e400d6ef1c4e	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Trichosporon	0.9
35e3e2dfabf4500a5ea1c1968fe3d464	k__Fungi;p__Chytridiomycota;c__Rhizophlyctidomycetes;o__Rhizophlyctidales;f__Rhizophlyctidaceae;g__Rhizophlyctis;s__Rhizophlyctis_rosea	1.0
35e6ecc7adc68fbd1eabb726f124305d	Unassigned	1.0
35e764d86ed145b28f193c977cd2b055	Unassigned	1.0
35f706a577601b798d8d9e0353bf67ce	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus	0.9
35fb97014691fb7f4852ebbb8eaf2629	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_glauca	0.667
35fb98a0657398f0546ac9d6bc861ff5	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae	0.8
35fdbd97e35eeb603f17a7c9a0437920	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales	0.9
360ac78ac5bc699b54cec70b966deeb4	Unassigned	1.0
3612f31b069a9e3e008ecd5fd36e8212	Unassigned	1.0
3619d8378c471c3671684c526ac76424	Unassigned	1.0
3621deffe3f5fdbe74c3efee6ec33d90	Unassigned	1.0
3628817fd3739a65a66cff81b512f1bf	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Gymnopilus	1.0
362b8ccd66c94af7c7d2357af4bf74d3	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Tausonia;s__Tausonia_pullulans	1.0
362c54da08453e27ff29368c940c2f9d	Unassigned	1.0
362f7e602b4e596df737de74151400b8	Unassigned	1.0
363635483775a96b496004eb8a245afa	Unassigned	1.0
36372d406f7ec8d8137b72082e35d143	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_glauca	0.667
364367b3ca1a97c427e16cb8020cc0b5	Unassigned	1.0
365365970ca51d12683ea3affcb9b2c4	Unassigned	1.0
3655f4e377eacf97b3361999782a531d	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris	0.9
36574a18c2b35f07d5d34724bf1fe32b	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Lachnella	1.0
365a3abdd855b6edb3375fc029995890	Unassigned	1.0
3661d0a8ced15ee7e616700785e77c9c	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	1.0
366498c83ae138fe2c4a3186e1f873f7	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces	0.9
366db88cbe3b8a2ad236ea2b97188212	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis;s__Funneliformis_mosseae	0.6
367911b7177693c220e06bfb2be48ecb	Unassigned	1.0
367cf31785a8f9b329ed87d90ae04ca8	Unassigned	1.0
3696ec166b3b80a14bff21b1c01a94b3	Unassigned	1.0
369a65a72e161bb1b75facd2a0935fe4	Unassigned	1.0
369e44280e186c92ba4e446d2b8e8a56	Unassigned	1.0
36a96d3ef6c85cb83396d807842ab0f4	Unassigned	1.0
36afcc94a89774e333b891580d695c2a	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Leucoagaricus	0.6
36b58f45e7e73bfa646b6851903f6a38	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales	1.0
36b5d491cc995dd8d7c7d6e3ff3b3d78	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium	1.0
36c71c0c7a019c92b6d420896cdaa96e	Unassigned	1.0
36ced3d97665830912be7747fe7670fd	Unassigned	1.0
36d361452e2b0bd231eeea051aa6921d	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae	0.6
36d55314dded689ac4ff90267ce7377a	Unassigned	1.0
36d57b897a6edfacbc024deec86b5af5	Unassigned	1.0
36d5881e621512f7c790ce4c1ac549ed	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae	1.0
36e9752c2c17c986c5eed39580491e59	Unassigned	1.0
36f5d4b0992cbabb0c7ba51a6a118080	Unassigned	1.0
36fa50634cf1ea6fffe6203c296461c6	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Tuberaceae;g__unidentified;s__unidentified	1.0
36fb5b5cfb6ac605ef7e1c1bfa5ee007	Unassigned	1.0
36fb5dd62eee61e70628946f3bd7b216	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Chrysozymaceae;g__Udeniozyma	0.6
370e748b956e01c7c3a175d58cb0eac7	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales	1.0
3711be62ac2bc2a5af8f1334aaeadec0	Unassigned	1.0
371528b966091e695af35e8db621efc3	k__Fungi;p__Basidiomycota;c__Microbotryomycetes	1.0
37155e688e7a9da23440265543da52ae	Unassigned	1.0
371a6c460e8a7e8ea75c757978be0908	Unassigned	1.0
371f424ab41f21de2652580d1f90aff4	Unassigned	1.0
372015e192cb1510f8f4b1d3a3b38f07	Unassigned	1.0
3726db6636722bc4fd04edaeb8ca1eae	Unassigned	1.0
372b07e1ec25d7703ee9c650dcfc61ce	Unassigned	1.0
372ea5e6fabfbd6a6027db2cddfba73f	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella	1.0
372fc0409c2d718d3d5dfb9563f0f6f2	Unassigned	1.0
3734c1c926cd6b6c314da744f8e1757d	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	1.0
3736e7a32e7580549ed1da3ea1abf5cb	k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Entylomatales;f__Entylomataceae;g__Entyloma	0.8
373934ef37c34dc6003ff00a13cc6e86	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__unidentified;s__unidentified	0.7
373b920ea22cc030e4cc609d50f55a4c	Unassigned	1.0
373e675c5770226cf3336724b179b544	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Serendipitaceae	0.6
374170369944df138746b35e0510c508	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__unidentified;s__unidentified	0.6
374cae43ca7352d0f87454741d5ce4ce	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Chrysozymaceae;g__Udeniozyma	0.75
37538fd3def884a16e62079cde4f60ce	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae	0.9
3753db4ad1e190a1303c3fc09d4a583d	Unassigned	1.0
375f2259f17374fbf8ee92e2bd67aa5a	Unassigned	1.0
376476f99873d36e9e7fba2a243da243	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.7
376613d6dcdb90dfe8b7b05540730219	Unassigned	1.0
37742b19a17a12b01dd0c5dd77ab4f05	k__Fungi;p__Ascomycota	1.0
377a4f88162f2a6f461437c18273eb2c	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Dothideomycetes_fam_Incertae_sedis;g__Neocladophialophora;s__Neocladophialophora_quercina	1.0
377d39bf8768237cc56705122165b4d7	Unassigned	1.0
37876c10399260568b380b86e8c2bc9e	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella	1.0
378874be93851fee2737d3b768a42c51	Unassigned	1.0
378affb456e257d534386f5f7efa6622	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia	0.7
37914a6faaa4c30a8a28369b300b3f98	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	1.0
379454179afb91bea122056b747e206b	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus	0.6
379471283eb3af6cad39739680501325	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__unidentified;g__unidentified;s__unidentified	0.75
379efafc90f09aa44f359e49183ff28c	Unassigned	1.0
37a08729435b3821705e44d20e7f9c4b	Unassigned	1.0
37a98c88b7282e3aefebf4fe886bafed	Unassigned	1.0
37a9a05bd84a58051add1248f93a12d1	Unassigned	1.0
37b12958f7b7d97ab33db3fea8a23717	Unassigned	1.0
37b85c56b6432129a98a58738d7c078f	Unassigned	1.0
37c2b19cb7325c9c395a658726fb64f8	Unassigned	1.0
37c80eade756ecf9027a9e3d8fef0a02	Unassigned	1.0
37ceb7f9982c753f8986adcd7e106820	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae;g__Conocybe	1.0
37dcb62a73282506e398c5c5bdcaab0d	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae	0.9
37dcd42db7446f0999c18c9fa1b7683e	Unassigned	1.0
37ded0e132ed1484657e5fe188bfd122	Unassigned	1.0
37f0524b9827cec8de503029c31f0f37	Unassigned	1.0
37f6a16d54e5daf6f54acc3e83fcf805	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__Diversispora	0.6
37f79567c1055eb42b590acbe69a3911	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.667
380c937f8dc8f647bb1ac61c899f298c	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__unidentified;g__unidentified;s__unidentified	0.8
382268a8311d452324ad43d37f088f9e	Unassigned	1.0
382c97898e163a931f4c230087b63baf	Unassigned	1.0
38367803fdfaa1d4806d34c9eab4f9a0	Unassigned	1.0
38376fc7a21c60ee8d72a11e9f95c8de	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Trapeliales;f__Trapeliaceae;g__Xylographa	0.6
383bcb71113cfb993701895a23add1b6	Unassigned	1.0
383c27ed3a7b599ab65e257714ceabd6	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales	1.0
383dd5dc1d94323d15bf4d6b73e01727	Unassigned	1.0
383f39d00afd73b86a2687d36c53c0ca	k__Fungi;p__Olpidiomycota;c__Olpidiomycetes;o__Olpidiales;f__Olpidiaceae;g__Olpidium;s__Olpidium_brassicae	1.0
3843cddc503478115d528e9f1501c2bd	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Cystofilobasidium	1.0
3850f10e8c10c62864474e2b47544630	Unassigned	1.0
38572e6bf7a48d58b2e2671d34500c72	Unassigned	1.0
38587bae71f3f8f4073672a62f76a191	Unassigned	1.0
385a6954a9c8c66a9dee6f24aafe238f	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__unidentified;s__unidentified	0.9
385afbe855b819e4993e39d60462167e	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__unidentified;s__unidentified	0.556
385ef8a6f92b8b64628f54e8f5783d0b	Unassigned	1.0
38607f3d50c0b456756e28ef4083febc	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae	1.0
38628979ba35db984a2e604c9b447867	Unassigned	1.0
3868c0fce04c28c6e4e2678b649fab2c	k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Microstromatales	1.0
3869e977b97b0015a69e08c5486bd834	k__Fungi;p__Zoopagomycota;c__Zoopagomycetes;o__Zoopagales;f__Piptocephalidaceae;g__Syncephalis;s__unidentified	1.0
386c4e3b0800d2ec3811acf18d611d6d	Unassigned	1.0
386eb880e06f0f272166d32fbf5ca84b	Unassigned	1.0
387048ae6fcff4b98dc31d5016b90f46	Unassigned	1.0
38748349966ca8f787025574c021d1e4	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales	1.0
3886253b58c2bf426f7c6c043a8f2240	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Pacisporaceae;g__Pacispora;s__Pacispora_scintillans	1.0
388e2cf25e42313d902e51fa74c009f1	Unassigned	1.0
389b9ab754379ea37d6b7dfc24f3bf6a	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae	0.6
38a1c44009c7c4ec121afd2c1bfee712	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria	0.9
38c01a623846914048b969952f126fb6	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	1.0
38c0c4155c4c0a5adff995ff88642b60	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Neodevriesiaceae;g__Neodevriesia	0.6
38c864d7b81cafaff5e718b6372982a6	Unassigned	1.0
38cc596a35692f0b4ba042b8db97461e	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora;s__unidentified	0.6
38d26616ec8133e83a7a1cd19804cd2e	Unassigned	1.0
38d3d719b50332de19e09057822420dc	k__Fungi;p__Ascomycota;c__Sordariomycetes	1.0
38d3d7c4e5769389fcf30cce8947bd3c	Unassigned	1.0
38d7cdbd60ccdd03e4f72e6e6b67f644	k__Fungi;p__Chytridiomycota;c__Spizellomycetes;o__Spizellomycetales	1.0
38d9272ae7050aababb13387436194e3	Unassigned	1.0
38e5b16d6ca57b3a217c358a44597388	Unassigned	1.0
38e8055e7989d1ef4084500dc2e465a3	k__Fungi;p__Glomeromycota;c__Paraglomeromycetes;o__Paraglomerales	1.0
38e83b7789aee1e48c4b6e9c17ea6d1e	Unassigned	1.0
38ec19a66ce368835bc8774f8f3b95a7	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia	0.9
38ef09e767b9ddb4144b784432e14756	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	1.0
38f251c5045b9f6b13509cbb9554501f	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Pholiota	0.778
38f9d653ba9f6df0df60e64c041331c2	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Gigasporales;f__Gigasporaceae;g__Scutellospora	0.8
39037725a79fb50ca8e0a8c642ac6709	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora	0.667
390cbbde7331eece2807faa6bbe8edff	Unassigned	1.0
391712ff3244a5444dc571f2471fe9d0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Podoscyphaceae;g__Hypochnicium	1.0
3919c20692a623cc6cf041d563c194f8	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Typhulaceae;g__Typhula;s__unidentified	1.0
391ce3be51e22f1854f729091a9e7dcf	Unassigned	1.0
391e953b5a5038439f5f6a934ae09d73	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Branch06;f__unidentified;g__unidentified;s__unidentified	0.889
3923b5309fd02ddfdbc292ec16b9707d	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma	0.909
39333da11198402825624bdcd93ec08d	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__Diversispora	0.8
393bc862ba02c49fc2ad1a9ad9b81b78	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Myrmecridiales;f__Myrmecridiaceae;g__Myrmecridium	0.9
39402940799f9c6406ce9b19514ced36	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala	0.7
3947edf45e85585dd558f551cb3c6f73	Unassigned	1.0
394b925bd39293531ef45dd33eb37508	Unassigned	1.0
394e8c8d62af605f43cfecd0b4e91bbb	Unassigned	1.0
39562b01eb29ea1b324d26b7b8790fb9	Unassigned	1.0
3956e996577d3386ed365892355407fb	k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Kondoaceae;g__Kondoa;s__unidentified	1.0
3959071e5ca7c83f04027e22918d149f	Unassigned	1.0
396be09c633c8a755bd2e9e778678f90	Unassigned	1.0
396ccf7117c2a733bf57a4f5465f2029	Unassigned	1.0
3975fb2f6843b81466d52b214bbaf23c	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales	1.0
397a3109d1e59e65c8b9a55ddd54fde0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales	1.0
397c097ae2cde9c894942be7576e2481	Unassigned	1.0
397cae94f59079ef81c4a17a15dc458b	Unassigned	1.0
39849b7ad7519f205023b70b67220d4a	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Serendipitaceae;g__unidentified	0.625
3988ce7bba53a669fc381e4d3a851f9a	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Amaurodon;s__Amaurodon_mustialaensis	1.0
39950fedfb49d9f0c63bccbb6701bad0	Unassigned	1.0
3996b9e6b4042809328104d1a0ff105d	Unassigned	1.0
399b28cd6f6cafe4f58e2afd7bca7ab7	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora	0.7
39a1030396096c16eeffc6aa3f5a8b70	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae	0.8
39a492b695bdd719745ce504998acdd1	Unassigned	1.0
39bed563c86b6aab8c3ff414b135263b	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Nemania;s__Nemania_serpens	1.0
39ca6d32ca21a0162ca1d2dcb35251cb	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Claroideoglomeraceae;g__Claroideoglomus;s__unidentified	1.0
39db67f3e024838e37275e5d030f1b12	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae	1.0
39dd55fb455237c0cddd016612b061f9	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales	0.9
39df3eecfaef050774a7c5f9685f851b	Unassigned	1.0
39e8d6ee57fc1ef38cda9fe6d89cf94d	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia	0.8
39f3152c860cf2d57f3b53abdec85dd6	Unassigned	1.0
39f38c1ac6f35bc934e03bc943d0b1c9	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	1.0
39f4ada7d4280a553782d27ccc7e7025	Unassigned	1.0
39fb12c3d71123c02cd883eda9f57672	Unassigned	1.0
3a098ed31522e9fcc1115f4fd504695e	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.7
3a09adce2e738cab65f32d3f1d12ee98	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales	1.0
3a16acc1bcc56184b53575bc9fdae754	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	1.0
3a21ea99dcb32bc9cc2511657600382a	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Clonostachys	0.9
3a26f2c51014e5d8f979f7224fc6480e	Unassigned	1.0
3a2db3edc1ed9eb0401a56c577e56000	Unassigned	1.0
3a3110d72aa1ff98579fed509eb57f50	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis;s__Funneliformis_mosseae	0.6
3a3483fc2e1c044baab3512b83960936	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae;g__Conocybe	1.0
3a360108724e71427c7f6c36c16b6934	Unassigned	1.0
3a4120c322c04ee9174f78a91dbafaa3	Unassigned	1.0
3a44fa4dda524c2d8783ae8ed80b3a1f	Unassigned	1.0
3a4578db20b5da61af07e291a458c95a	Unassigned	1.0
