OTU_ID	C1	C3	PS1	PS2	PS3	PV1	PV2	PV3	PV4	PV5	PV6	PV7	PV8	PV9	PI1	PI2	PI3	PI4	PI5	PI6	PI7	PI8	PI9	NS1	NS2	NS3	NE1	NE2	NE3
c5f3b2a52e4b114eef142ac7eace4d88	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
657324b53285cf7fd990c25af93ee24e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
599c483be21537c92954e43f6a612a9b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32ed3ee682a7ef1c9ce5608c276b2dd1	11	0	7	33	22	38	45	25	4	9	50	19	13	0	8	16	12	0	12	6	0	0	27	0	0	0	0	7	5
df6d9877977f301bd675dab796755e0c	0	11	0	0	0	0	229	0	0	51	19	0	28	0	0	0	81	0	0	32	0	0	0	0	19	0	0	0	0
ec2a7537cd763551a47fb1be767e859a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6d39f1a480f3e5aa88505fc5af2539df	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
4657244f3390bafd73a0802aca2db88e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48a2d36bf2a89d902aac2d79a414fd73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557	0	0
86b8a3cbdf7bb18be6167abbfdbfc5c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6315cd37f4383f39b8f277f426e9636f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
934e4a93328181fd803dea8c765c4de4	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	24	26	7	0
c357e00190bce826e315e39e149b4a6b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555	0	0	0
d1d60b783644a26801c972b4413ba471	0	0	12	0	0	0	0	63	0	0	22	0	0	18	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
b00a4d55f60248e465af2bae9c8f149a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e40fc888157d333b6c52454471dbef2d	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0a132b2a8d0444d6b7c74bbe4b16d53f	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
61a38c0cd770d70b3c055f5be65d7e0b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	8	0	0	0	0	0	0	0	0	0
2c7ae1c239d51ddf90c8f4869c7dcba5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0
ef653f1ea462a82bf9138e362613a471	0	0	0	0	0	0	0	0	192	0	0	0	40	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0
3843cddc503478115d528e9f1501c2bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
6b267aed7315a8d08a55ecfbde6c17f9	0	10	0	5	0	0	0	0	31	8	0	24	0	4	0	4	7	0	0	19	0	0	0	0	4	0	0	6	0
ed9779b1f25c97ecdb364e0aa2b0d693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0
d82135885a0256946dcfcb170344a7dc	0	0	0	42	37	46	0	0	46	0	42	35	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0
93b15476b5ae470eab4ab76519d861c9	20	23	0	119	0	0	0	0	0	11	0	11	15	0	0	0	0	0	36	0	8	47	5	4	0	0	0	0	0
aa7174f768663226d7758649b9f2262f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4df11c6192a81cdceaa99b5ef15bdcd5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
831f6a9a01b7b1508a065be99cc51cd8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
748b687ac9768eba804718af0bbd3a3e	0	19	0	0	0	0	0	0	52	0	0	10	8	0	0	0	0	329	34	0	0	0	0	0	0	0	0	0	0
fbac72f0ed6ca0b723a7070ba6530c41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
db39b2c7bc2a5f9c125516fed5252e0c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	3	0	0	0	0	0	0
fd4cd4224ecbcdad1506d40e7c416f5b	203	0	0	0	0	0	2	0	55	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f71b7f19d8042c1c380ec8034b5dccb6	0	0	0	125	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6ede0bc38fb8dbcbc18008ec2552bbdf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81ffbad6ea7fa2ccf30acee92a514c13	0	0	14	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
719c8c089c5e399006ceb1d4bee46a1e	18	16	6	12	20	8	25	15	37	6	0	6	0	0	8	0	7	10	2	3	0	2	5	0	10	42	4	0	4
0068078bba74be3ea47b67e2a6045746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	100	0	0	0	0	0	0	0	0	0	0	0
780ce5e6d69b16eb16f834aa8488bb15	0	0	0	0	0	0	0	0	0	0	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d897edda8c112c5c235fb386f464759a	33	50	6	0	0	35	21	0	13	5	0	0	0	0	0	0	5	0	0	0	12	0	0	0	16	126	0	6	78
535533cbe13a7845ba0d729f2072f79d	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49da6dc3586809f976c205103885b645	0	0	12	0	0	0	9	18	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0228d524de0c83369ea56fcd6e6f3752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
8289b95eec0bb63874cd43f7d785dca2	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	11	0	0	0	0	0	0	0	0
0bb8a98b35c0c29e009de180361caa4e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4949c831c153c54e4aa072df8e6fdd7e	0	0	0	5	0	0	0	0	0	11	0	2	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0
9eb709bfd967c5460f502be4807549c3	0	0	0	0	0	0	213	0	0	0	3	0	0	0	0	39	0	0	0	0	0	0	3	0	0	0	0	22	0
95ee0a76bccab3398b796540848dd262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	6	0	0	0	0
1a85d93cf5092193aab00c54ff096358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
412cb9952a29cea443dd868e2fbcf048	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
db1e3bdaf7473aa2a235212ff5d45857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0
3a3483fc2e1c044baab3512b83960936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d0cab95d646c559bdec61b8b1c418318	48	0	0	0	0	0	0	0	0	78	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d476b2c018f559c705761ef06cb35f7b	0	24	0	45	55	0	23	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0
ff6519151b46d4fe3e20e3087d1d71b7	7	0	0	7	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
832191ee2f8a6d771f945c169d4651e4	0	0	109	0	0	0	57	0	0	0	0	0	16	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0
7bedc24076c4df5aeebe12c314fb8604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0d9f742493873fea229ca1d2a4f0900f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6ce91e4afad0a0706332a7680e62daa7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8f4b75caee81be69f471854fec15882f	0	0	0	0	19	55	0	0	0	0	0	30	0	42	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81a1155192cef62eb2a693ad29599fa6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a40bb23a2a67dd3f475459a14f91e8da	0	22	0	0	33	23	9	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	25	35
edeb9c0b0ad8590d952f8b4535e3c65e	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
730bce17dc0859310db513c89596c623	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0
69b0a9fbadd124570add3e904e91126e	26	41	0	19	27	77	0	15	19	16	26	28	0	0	21	0	0	0	13	14	0	0	0	0	0	0	0	0	0
dfec4d74893a24948189ab3b202c684a	0	0	0	0	0	0	31	0	0	0	6	0	6	0	0	0	0	0	6	19	0	0	0	0	32	0	0	0	0
27755909d6371c190375581098dc94f8	0	0	0	0	91	0	43	64	77	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85eccee0b701f49a41d0ebb0b3b99b23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dc3407fda8df1134ef181640aa0acb29	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b3e14343a89ef91ad37a7a6afb7d77d4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0e9a2de620cf825f7f5f083e7745fbb0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3ca9cc8cde3aab08b3ba3a59497bc77e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f7cc5d97cd9c144033a34df841b3dd5a	0	0	0	0	0	0	0	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0f5702245199763494f5b4f4055f6168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	6	0	0	0
3d8558a39e3e68e4dcfaf7eb2a9c0672	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
056a52372cd27004de3fe7908a062a02	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
86ae81d6f124eb8527322ec3fd9d8d47	10	35	0	11	0	0	28	0	30	15	0	0	0	0	0	5	0	0	0	12	0	0	7	0	0	6	0	7	0
99775685125c9172a8350e1447d392c6	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
185a7bfe8682f6ce1130151778a5807a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a067bfae1cd4b3101bc9a2bc100d1574	16	31	0	0	0	21	0	19	0	0	7	0	0	0	11	14	12	13	0	0	0	0	8	0	5	6	0	0	0
3df37c017cad004b6f83f8d6c8cfd887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6c4f2548665592179c7ba34a45c75e40	136	0	0	0	6	0	0	55	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	6
b8a5ad808794bf6910b30e02ff20001e	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	39	0	0	0	0	0	0
94dec6fe9475a35a0c4515633c6086fb	5	82	0	0	0	4	17	0	0	9	6	19	0	0	0	0	0	7	0	0	0	0	17	0	0	4	0	0	0
824da4ec48a24e61c751e409dfa86468	0	0	4	0	0	0	0	9	0	7	22	0	0	3	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
fb9ef0056ab5a4d7b36c0354d1a8a3c0	21	0	0	20	8	0	18	13	0	9	0	0	8	0	0	10	11	0	0	0	0	0	8	0	0	0	0	0	0
6c989c6bf99472ba2e0d6fc092ee235e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0
c6b555fe90103972522be16889a36708	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
d566f7b1b4164acf90e5bed8e7d45d9e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e22deffc50e49e91847481c5c909ba9a	0	3	14	26	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	12	0	3	113	0	0	0	0	0	0
e05cab799861f6ddda4c43b2af3e7beb	0	6	0	0	0	0	0	0	0	0	11	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	268
27f08b9745f4d5f2505fdc2f44cc35ce	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d4b9e7227acd1ce9100c9f6f0adbbed0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
e00b4a1dd90d4690296f56aca0510f26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
457f508e14c1a0e2709ca8173f62df4e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1d820f0f3d5680cd5d142b433491c963	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6dccb956c2b85e3c426559c83ec8a6e1	0	0	0	8	6	0	0	0	9	0	0	4	0	0	0	34	0	0	0	0	0	0	0	0	26	0	0	0	0
f950dfc383be2ca2e985b6348b68386f	0	0	4	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0
d5f119ae8779e8290745f45fa7645b94	0	0	0	0	19	0	13	0	13	0	0	14	0	0	0	0	13	16	0	19	19	0	0	0	0	0	0	0	0
383dd5dc1d94323d15bf4d6b73e01727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ffd804a8cfec1e4b4eb77614a2cf2e41	0	23	0	0	0	0	0	30	0	21	0	0	0	0	36	0	13	28	0	0	25	24	15	0	0	0	0	0	0
6c4433685f1d6fe6742cba37e0a8f58e	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73dd6079354c21d6010f941e0fade7c8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	0	0
79dc47e1962f5a4b6b48e54dbbd0ba0d	0	95	0	0	0	19	0	0	41	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0
05a887faad9fb7b1869145498d5008cc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eae5d03fdd79c062562803d6b23cf36c	0	0	0	0	0	0	0	0	376	22	6	0	0	0	0	0	0	12	0	0	0	0	0	0	14	0	0	0	0
988d998557cc9912bb8be7b329865efe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
564c121906b84b585b0498a590dc1538	4	0	0	0	0	30	0	0	0	9	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230b1dea9c4a62891adbe3c32e71a74d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7bff84815c3acb9291e290066115dd93	0	0	0	0	0	0	0	0	41	102	0	0	0	0	0	27	0	0	73	0	55	0	0	0	0	0	0	0	0
b4ab2848a07b76c7feb8d032ac4328f3	20	0	0	16	0	30	0	0	57	0	0	0	0	0	14	0	0	15	0	0	28	0	0	0	0	0	0	0	0
a608c504cfca23d83dbe0cd9a4c1e8a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3c7f140c0dfedaac04f736d152524f46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
2dbcc93383ead811877c64cb86f6106f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0
6437e1951258417787a3893327e38b51	0	28	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
504e2ce5b0af9b5c11247cbf63889bca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79af2cedaa09a85a870a1c598d7f1871	10	19	0	0	0	0	0	7	0	0	0	0	0	0	6	0	0	0	0	7	0	0	0	0	0	0	0	0	0
79ab54caf4c22cd093fd3b0b181714d4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5755d7caa749e92908a81eb208f7c698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
85617cd1be2006bdeb25fa02f7b41e84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a44d2449a1a00c4ed0640d49f3f99091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e734d1f29d73e2a8d7f02cc35113a3bf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ffc8abed4b251126414159575c193d0b	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
c70a7a21c331adc8abbca9f37d07a05c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80d0b65f7aea151cb0ac48f681745d8f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e54849d897408f5da7a6b496b9abe17a	0	0	0	0	0	0	0	0	105	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
de3f4af5cd8f642051b201a6b756fa06	11	0	0	0	7	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
47ba7e8be04eae0b768dde0e151b3cbb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e5bc5ba27d4aed3dfe8b912486dd0192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f5adbdf47c8b285765692f93af56026b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1256127061890fa7beba7e15aada4e9e	0	0	0	14	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ea740605b030c588ac4ce654598f5078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c4a058524e23c8762982b60bd9055cb4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
901207bb100422c3299feee5e6b6f012	13	0	0	7	10	0	18	0	50	9	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	17	0
49af58fcc3633bafd4ce7af09f81fc0b	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
745031c7db5e44781df5e42ce27742c4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9623cebf73701566c332894b7547d7ed	0	33	7	0	0	0	22	0	25	18	0	27	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	12	0
e4e13b8b9692ab58a2a55a9445012b7e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	0	0
f8452140e706cbfde9fb206097aa62d0	0	0	0	0	3	0	0	5	0	4	4	0	0	0	3	0	5	0	0	0	0	2	0	0	0	0	0	0	0
f1fa5f396a2a89d867f74f082e2559ac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	29	18	0	0	0	0	0	0	79	0
46d6e969d5cd8b5eaf58f652ae717143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8eab022e3392cfe2a2bf593f0a5ac40e	9	0	0	5	14	4	9	0	0	7	0	0	0	0	0	0	0	4	0	3	0	3	0	0	8	0	10	0	0
c9b02724ee48f2315c3a208239a5c5b9	0	0	0	0	0	0	8	0	0	0	0	0	0	0	9	15	0	0	0	0	0	0	0	0	0	0	0	5	0
930b5088328aacbd751ee229a30ba4e3	0	0	15	0	0	34	58	0	0	0	0	0	0	0	0	0	0	34	0	0	6	0	0	0	0	0	0	0	0
df6326086bcd248c24afb94aa79ce7c7	22	3	3	59	7	26	15	71	0	4	6	8	4	0	26	28	24	0	12	10	12	5	2	0	10	12	23	0	0
0a8bfe43eecfb76bd737ec5a6cb8edbe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	0	0	0	0	0	0	0	0	0	0	0	0
caa2f132b0c384c601e9224258c18ac6	21	17	0	0	10	0	0	21	0	0	0	4	13	0	11	13	0	0	0	4	8	0	0	0	0	11	0	0	0
009b6442a1211935e5ff7dafc7534150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
058f990e20b6484f33fff804bbd5c233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8543733fd3ff7f4bedd7fe05d2ca2b4a	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
d7bba229759058079797ed0850fbbf57	49	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	14	32	0	0	0	0	0	0	0	9	0	37	0
c5198fcdaaa2113dfaaf48673d5a638c	14	19	17	17	19	15	22	25	0	0	0	0	8	0	10	5	7	5	0	3	5	6	0	0	0	0	0	0	5
2c35809c97e84a374d297aace2550671	19	4	6	15	18	16	11	5	6	20	0	9	5	0	0	0	7	12	10	0	7	3	3	0	0	0	0	0	0
1584c1e207ff84f43ce74e0a6945b455	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66fd7700d0c08d4c65602d45b191916a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
722d090a6f1e4f5c513668cdc1d7d1d8	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a087753946ac6cddb9b4e3ea0d93a555	0	0	0	0	14	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
44b87f02d7ef08a66384a133954decb7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	13	0	0	0	0	0	0	0	0
1f980088e2a6229aeab7cd828e91379f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ea820571bc8f6833868ea4bf3eedd9d6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0257905d0acb1b2574d67c136d03bf28	44	0	0	0	0	0	22	0	0	9	0	0	0	0	6	0	0	15	0	0	0	0	0	0	0	32	13	0	0
0fa2bb9849598101974002267a94485b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9f4d2c7663c73999aa81ed3a5de2c986	0	0	1	2	0	4	0	29	0	2	21	0	24	4	3	0	2	2	18	10	5	0	3	0	1	26	11	0	3
6cc5164a34933a61f9e2110cb43d371e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	116	0	0	0	0	0	0	0	0
002c960c5a1103849ca31009b8a9aae1	0	9	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
3c866fe7f5895500f6bae665a3872db3	9	0	11	6	5	0	8	0	0	0	0	0	0	0	0	6	0	10	0	0	0	26	0	0	0	0	0	0	0
15136110cedbdd5100e764ccefd6e643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0	0	0	0	0	0	0	0	0	0	0
833f2869196a36cae0661386c5dd22a7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
34f25746108d52be531b64fda37eb780	8	5	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
03e87754902291660535f1d2a4475926	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
59bab216b99fdcca94a5c85dc0900911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0
cc5be1d33a0feebe74fa563b7452cddc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b6aea975297a15bf40237665703036d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9b8a88e0f3d9a39b78b329177a4d0702	0	0	0	0	0	0	40	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
