OTU_ID	C1	C3	PS1	PS2	PS3	PV1	PV2	PV3	PV4	PV5	PV6	PV7	PV8	PV9	PI1	PI2	PI3	PI4	PI5	PI6	PI7	PI8	PI9	NS1	NS2	NS3	NE1	NE2	NE3
68b3a12ea4a6cadfac6538760ee7bb5d	59	0	37	55	45	36	24	42	145	27	11	43	52	19	24	70	24	41	16	12	28	40	110	10	29	35	143	51	41
a137db0c14b2266e7b4dd69e51fe618a	5	56	0	0	48	12	28	26	0	50	111	59	17	4	14	21	14	150	20	13	87	29	14	16	67	59	27	17	7
d5a208cc2f37d8782e93a477f63bc799	0	0	0	52	58	0	0	62	66	40	0	0	0	0	0	0	37	0	0	0	0	52	0	0	0	61	0	0	0
b72b99a453b21ea076a3ce090bc5ed21	35	14	11	47	52	20	9	10	0	26	13	47	56	9	25	61	25	26	375	0	35	22	51	17	155	40	0	50	31
5d5777ebb5bf402a47827a4a2fdbef34	185	191	139	308	327	207	254	227	218	248	122	153	122	21	160	260	212	222	531	257	337	334	472	8	507	977	289	338	148
4176f62fb72db4f6bacbe011c764ab98	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7f79ec32916ccca8adfa5ea7683c0351	461	681	198	436	464	312	597	543	1017	225	103	441	134	54	187	153	410	194	163	238	169	157	198	30	192	714	418	988	316
76f5563ce1ab325a50621488c72446d5	0	18	0	78	83	0	26	0	154	28	0	0	13	15	0	56	95	28	20	0	18	0	0	0	0	59	15	0	0
818117a005dc9969b89fae9727e7210e	30	95	53	193	103	101	126	226	82	104	72	157	122	51	150	102	224	176	159	151	212	157	153	14	98	50	71	62	73
5d7d6a831300a807d7113e90b7e3edf3	0	0	83	0	0	0	228	0	257	226	0	278	110	106	0	0	0	293	0	260	229	0	0	0	0	0	0	0	0
acdc33c81b2bf8114601df5bea62f505	40	41	55	117	37	68	62	0	82	38	0	63	0	0	54	40	42	94	0	0	44	47	49	0	33	0	0	39	44
dfddc8565b4229bdcd4c0db65d03d28e	41	66	26	39	55	57	81	65	68	0	0	67	0	0	26	0	34	85	38	49	39	22	33	0	38	0	56	64	0
40216fab805ffc453ee8fec833719e55	0	82	36	210	240	30	440	235	3	32	44	222	114	587	6	26	245	5	87	12	44	8	11	0	0	37	0	146	41
f6259f9d051ee1e2b56ac3e83dd629cb	41	65	10	85	65	19	67	50	20	55	33	17	41	0	18	50	95	30	80	61	27	71	73	0	30	35	0	120	26
af0716ddf107194359d4ada54ac5e825	29	280	18	0	5	21	4	42	34	0	7	16	2	4	18	6	7	38	7	5	11	2	44	8	20	14	31	6	2
e9320d6ec476c24999a12b467d8b848c	0	171	0	96	97	38	0	83	15	60	102	125	0	45	29	71	183	7	53	120	25	0	203	0	0	59	0	82	89
ba2fe0d1bc9eb2ce8a0c43d173c6f1ae	0	0	0	0	1541	1077	0	2034	0	0	0	0	0	0	0	0	1467	0	0	0	868	0	266	0	0	0	0	0	0
ab0927c5bf033b25d02cc1c81324bdda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6869561ea31986d57e4285ebcdb2dcdb	0	0	0	17	15	14	0	21	19	0	0	11	0	0	7	7	5	8	4	13	8	14	18	0	0	20	0	5	4
7572b553c234c36874fdd46f7df0af2d	95	148	47	32	22	23	132	77	125	28	36	24	16	0	26	15	30	19	9	34	60	25	15	13	9	58	0	31	24
a5a0f7b5dea34b7f45638d7b347d8422	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
6258ef6ac56d9fec66da59b94c62e126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
678e95c8ca5375fe50f5b31167528c3d	24	0	81	12	68	40	27	0	96	40	39	0	16	20	27	18	37	30	61	25	47	90	298	0	32	20	0	0	17
19dd85019b60dfd31ede89a7b407d5b9	47	42	36	32	66	62	69	50	65	38	61	41	51	0	62	16	38	52	0	42	34	15	43	14	21	17	26	62	21
61b8df456fdd43169c8373b4ba01eed7	53	26	19	74	55	48	61	63	0	33	46	54	25	8	50	36	47	25	39	46	40	46	39	0	34	20	0	36	18
8e8fdfee9533d87472567ac1cf66b79d	33	46	7	44	25	22	94	61	0	58	23	10	63	3	16	36	32	12	65	43	66	9	28	12	10	210	0	149	39
847a0a2be38a98e84068986aaaf37ef5	14	94	10	20	27	26	9	48	71	19	29	17	0	15	28	0	23	54	29	63	72	29	22	5	30	28	115	0	28
77953d9bc5511f0d898b0f498daefc3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bfabbeb365186ed9375b015244372af7	351	66	0	138	128	84	86	226	0	0	19	88	92	0	68	91	48	194	96	0	19	112	0	0	380	758	57	22	187
77dfc5d554d14f6013e599471852a88c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67dd8b029cb70d093c4fe19811587457	17	27	20	14	66	12	43	33	42	9	19	45	15	7	28	23	121	27	16	71	14	22	45	0	83	39	130	15	0
ca8129c6e59b9c0a8fe6a33da5176419	49	53	0	47	61	45	53	49	57	33	0	41	0	0	26	0	24	53	28	20	45	0	31	0	25	0	19	20	26
a6dfdcf907b83b9c54a3b00ed2aed0f4	34	8	30	39	38	28	61	15	30	46	0	28	20	7	29	42	11	42	36	9	22	38	14	0	55	31	0	58	13
ae587067cd4f99f61bf852655f52d9c6	220	185	134	380	219	202	432	258	103	298	93	133	663	78	225	561	179	340	896	67	401	162	105	0	124	224	34	448	91
e040856c19ca33a1bde10204865d5e56	0	0	0	5	0	0	0	0	9	0	0	10	0	0	0	0	4	0	69	0	0	25	0	0	4	0	0	34	0
61d659269376469061dc071b75fb3fc5	0	0	0	0	0	0	0	0	0	79	0	0	0	0	90	0	0	0	0	0	0	0	124	15	152	0	0	0	0
86136564167bc9a834fbfb1a305ab5cc	103	142	65	130	171	110	116	89	344	69	60	85	48	0	66	46	98	106	53	43	49	40	81	0	52	86	220	104	44
3ca06204663022aa12ebf516ba2d30af	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	28	0	7	0	0	0	0	0	0	0	0	0
e040481b9819c50403480d469e767a96	3227	28	0	0	0	215	0	0	0	0	0	0	0	0	0	0	7	66	18	4	0	69	149	0	6	0	0	0	0
8598e4146eb893699f40266ac3387ee4	189	82	1035	34	0	112	359	379	79	77	0	0	182	0	53	242	74	0	147	53	0	540	31	0	45	73	0	564	93
0502bbefa73a7b9d64c713ae16539693	16	0	29	60	0	11	15	60	6	14	5	0	13	0	52	0	58	47	28	39	18	44	25	6	22	0	0	31	35
e09664b918b55b898758119e9b6093e7	0	189	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0
0756e17c7b8b344c1b4e0b1d9eda1f98	0	0	2863	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a274df6291562792ef761ac084d3f881	263	866	736	1984	1095	881	785	283	1087	136	55	390	0	6	127	101	41	493	87	85	76	61	68	8	447	220	81	369	44
6f41946cd68fb3a17496a87dae780067	64	41	28	41	24	36	7	32	0	60	18	49	38	3	39	60	46	58	16	15	27	17	69	4	71	25	49	42	56
820952508dd0887ab721da16e28d9afe	0	0	0	56	56	0	0	55	81	40	39	50	0	0	0	43	0	0	0	0	0	38	0	0	0	75	0	0	39
ff8e1858955f794742620677584ab03c	0	157	0	66	117	0	50	92	0	60	43	0	10	0	0	22	134	0	73	10	0	0	246	7	14	17	42	25	21
9e19c6b3b9bfe8323135eb1824ca789c	114	58	23	41	66	51	112	72	158	38	37	69	24	0	18	29	79	69	10	33	45	21	27	10	53	88	39	65	100
b42e3e6220f64ada4bb75b37e989e5a7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1589	0	0	0	0	0	0	0	0	0	0	0	227	0	0
d396795446d3da29c17e20943e0046c7	48	0	0	109	99	0	81	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0
ec7836173f1a2fa22fd60a67ced3df5c	9	57	30	24	90	56	71	92	0	55	89	10	33	4	15	35	79	49	34	38	28	33	87	0	14	20	48	18	31
a5ed52df028b9c7f962a212c1a303aa0	30	8	9	34	18	27	9	13	32	103	9	31	8	5	11	7	9	21	18	13	17	20	38	0	6	7	0	9	0
d6d55df04548f27b15bd1c1282103965	0	4	0	0	15	0	0	39	0	0	18	0	5	35	0	6	0	0	15	0	0	17	0	0	43	6	0	0	0
499da50c1be2c8bad82e1ae4d2fad0cc	131	91	58	325	210	112	79	93	102	298	125	76	85	10	167	172	299	254	150	88	143	68	230	25	232	232	301	235	229
38e5b16d6ca57b3a217c358a44597388	130	252	57	237	143	121	131	181	451	94	63	158	37	10	44	57	123	55	50	143	92	26	94	10	36	68	68	219	56
c84722803cc5e1ade215abb896384f0d	299	106	10	143	83	51	31	48	36	105	57	77	148	38	120	125	144	112	64	60	154	71	59	47	772	229	154	389	372
8def2e92fdb86389089a920f70a6deba	0	103	7	66	0	0	0	62	272	0	0	0	0	0	11	0	13	0	0	0	0	0	63	0	0	2	0	0	0
4bb5427f114fba8e5b6daea54d9faa71	149	54	16	57	118	49	25	73	76	171	74	91	108	74	57	103	167	183	96	13	122	128	43	11	823	268	218	438	393
1f4d3707a5f4a5430d912593f301effb	0	0	20	58	17	70	32	9	0	28	33	0	60	8	29	56	32	68	24	0	20	269	0	0	0	0	0	0	0
f36f2d676c1c80f42cc0d8a1938eab0a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0e90ab443b57c13b67f4a5ea1cbfb784	33	50	0	41	37	38	40	19	49	16	0	52	0	0	18	0	24	34	19	26	31	0	14	0	0	0	21	55	15
5581e07914926c39062e5fde5f02b09b	0	0	0	78	0	30	0	113	317	31	9	0	0	5	0	0	0	33	0	13	0	0	0	0	0	0	0	0	25
f3394cb7318c69fd55b522e658272e13	12	13	40	15	35	0	12	39	0	9	0	29	9	8	11	11	8	0	19	0	27	74	0	0	59	0	0	0	40
0d7ac28bbdc87ac4991f2732be002f26	19	32	0	38	14	52	27	35	78	33	23	16	0	68	23	27	60	34	12	41	0	27	71	0	0	30	0	19	37
538820f6babc7b953a4a6fe4927df014	48	36	98	104	76	59	133	145	0	90	63	134	0	25	40	100	141	103	78	73	71	244	132	0	45	62	0	104	34
84c2d9436975b526f5d422203b0c9620	124	11	100	71	6	135	8	144	0	25	456	109	0	0	0	0	158	44	0	0	363	12	176	0	0	0	0	0	0
e3a5d3ebc083e83993128eeb91b5e2c4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
3413088a9b3a632bbf6bcaf56efe69ad	80	27	29	114	78	38	42	76	82	31	0	46	46	8	27	23	41	55	47	54	36	73	52	7	16	13	74	36	14
66d0f678755c94c04828cc839b81ee12	251	59	70	41	70	58	77	204	0	37	23	16	89	13	41	79	45	52	84	41	96	131	26	0	67	415	0	39	32
e8ace1d8beaa66e362ca933dab68fdd2	0	5	0	64	0	0	0	0	0	0	0	14	15	0	0	46	0	0	0	3	11	0	0	0	8	0	0	0	0
f10d78ae8c0dab0d963d17bec45d76d9	408	8	23	40	28	21	145	20	0	9	4	10	10	7	11	10	7	19	21	9	24	94	20	3	17	10	18	0	9
668a0b3c5c402f740de21f8debf77035	0	0	134	585	238	98	116	160	0	0	86	98	86	26	63	0	497	57	0	70	0	70	498	0	15	54	0	0	0
79b3bf288ed1e4acc9b3905ec71e81d5	34	0	15	0	26	0	0	20	0	0	0	12	18	0	20	0	0	0	0	0	40	14	6	0	8	0	0	0	11
ef715a92efab0aa17f75ffb9a8a0340b	0	0	62	7	56	24	27	59	0	3	140	43	5	6	26	31	15	62	18	12	0	28	29	0	0	11	0	0	0
1e44864e6e6407b710e1e501caf21926	46	29	16	18	44	19	61	20	30	0	21	37	14	0	24	13	22	28	17	29	11	20	17	0	28	0	129	61	14
3d10c42e03fb32d74369036b191abba7	228	18	0	0	0	28	55	0	0	0	0	17	0	0	0	58	0	135	0	15	0	47	15	0	34	19	0	0	41
f811f1ec8e5e9b318df465ef89e90445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b1da787623de279d804ee4b10232aa65	39	143	69	86	111	123	0	125	0	0	56	59	0	0	0	0	44	0	0	117	0	109	114	0	0	64	29	51	0
f20af8bb60098f42373546cea95dc43e	0	0	5	7	10	10	11	73	25	12	67	20	5	0	14	22	0	24	11	0	4	34	0	4	48	15	43	13	7
6647a6a2e988ff314649825a56657766	12	26	0	19	26	15	20	27	0	26	13	61	4	0	14	16	29	30	15	29	23	45	31	0	56	43	0	60	24
2f3041e948e0441877fd5a08ebaaff82	183	77	3	27	0	38	142	215	37	29	20	181	265	0	6	243	37	26	52	73	12	60	5	9	134	289	108	252	156
5511bd33de7c7c13bc14f08957d23e74	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12314d912db14d733562869925bfb965	102	89	58	106	105	202	198	912	138	119	108	51	91	27	67	84	126	104	135	94	125	219	166	24	55	103	71	180	59
d12a022b8877745ecd0ed31c3ef39870	24	5	0	0	12	0	0	42	15	4	0	4	16	0	0	0	6	13	16	11	6	69	3	4	10	6	27	10	12
162ee3d4221dc060d2d56169b60ea734	7	0	0	0	0	0	0	0	0	842	0	6	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
d714045a6926407f925305ac7cd1b4ee	210	544	433	1252	782	672	468	94	689	56	38	197	33	0	71	78	0	411	56	77	0	47	54	0	274	150	33	237	0
a87a5f9c5b9f5218cd7bdc7b45d946f2	39	18	35	57	43	791	51	31	75	111	32	215	272	516	55	0	40	65	44	393	32	41	41	0	56	31	0	181	32
ca722d0b36b2493e389082bbb3e3c30e	0	17	9	0	9	11	0	0	17	14	12	6	24	5	5	4	9	0	8	16	0	12	10	0	9	22	0	8	0
a0e64e340fabfc214f8fd2c0bd1879c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fac68982479d0adda0f254c7e3efa0a8	22	13	45	220	205	67	53	158	37	45	9	83	33	0	70	50	118	32	66	62	51	16	153	0	11	7	0	6	51
140bbb3d4b307615751de8446f983de7	0	0	18	0	19	0	7	44	0	4	0	0	0	0	0	0	0	13	0	0	0	7	0	0	0	17	0	0	0
ec305bd9ddfb9b1d352afe6b5aba9e19	0	0	0	0	0	0	28	0	0	42	0	29	3	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0
9d4cbc59a0da6fdd0edaee3b07ebe9ac	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0
7f114cffbfa743e9772ab0b156061e5d	131	38	46	22	50	7	46	32	40	51	22	30	19	0	8	20	8	10	20	20	15	10	10	0	9	0	24	27	5
cecf951c9aa714faf3986f18eaa5de3c	15	0	6	12	7	0	6	0	12	3	4	0	8	0	0	17	2	2	12	7	10	0	0	0	17	11	67	18	28
bea2736a292ee31429790a7393b98381	0	0	0	17	7	8	0	14	0	5	10	7	7	0	0	0	55	0	0	0	8	0	4	0	0	0	0	0	0
b4f3b64419f22f3825ad67c57619b764	14	29	17	50	23	38	12	37	2	12	20	31	15	7	18	31	25	33	39	17	25	12	128	0	19	20	12	20	13
9555bacf94059395fff0807e78b2564c	149	0	114	0	0	0	0	0	0	21	10	0	0	0	82	32	0	111	74	0	55	59	0	0	21	0	0	0	0
ef744580aa77240a0b847277a79e26c7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181fc408438a1b1fcd4d066a9960426e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2761a4fd1b2d4546f182d9d1485680d	53	0	0	82	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c827edae44fe930b790aabc9d77be331	0	36	6	11	0	20	2	55	33	0	31	37	15	0	9	6	25	70	16	29	12	18	54	0	0	6	20	3	5
1c9ab7a12a23d1910cd8e3483ee30c15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15998c5fac5af6c2d51ad2a01aff60d1	63	76	20	46	54	36	40	23	110	29	23	43	10	0	24	17	18	35	14	21	25	11	11	7	6	28	68	51	11
42baae114b5c1ac1d57a67ccf6c50e46	0	116	0	0	76	0	232	128	0	34	43	42	287	22	25	153	54	56	142	75	0	252	0	0	0	0	0	205	82
bb07bcda9ad0b207f42b7700ed647b3e	74	40	0	21	12	22	44	61	23	13	19	27	31	6	14	58	28	25	0	11	16	0	16	0	29	387	84	44	61
00ada247ef7f2ce0af9d3422e7e27337	34	24	118	591	263	165	144	11	235	9	20	85	241	10	93	119	91	88	272	0	36	13	3	0	41	5	0	4	0
d9b8a8253a3d8dadc02847c019a53162	18	4	19	19	46	17	33	26	0	13	5	9	17	0	5	27	16	5	15	21	18	9	11	0	7	6	0	0	5
4b1cc66be2a3a6bc3588adec54a615e8	0	0	0	16	0	3	0	8	0	0	0	3	4	0	0	4	4	2	3	0	0	0	6	0	0	0	0	0	0
21781c61f5491d1b97073949b9b0fa78	9	18	22	0	11	0	11	71	0	0	0	0	0	0	2	0	0	10	14	0	0	40	0	15	11	0	0	7	27
51269b06d3ef785467af79c6f4974dec	6	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6d23b1b527868cd2c116c30e19874d1c	89	177	35	75	24	45	63	77	109	39	29	47	0	0	33	0	63	34	0	72	66	0	38	0	0	77	60	58	42
c258c03cd5bee6fb020584e6749ad4ce	126	97	68	118	93	189	115	92	143	120	49	100	38	7	88	57	103	70	86	55	61	21	57	0	21	0	63	59	27
baa058cf632bd42a6a8700c89ce7dbad	0	0	0	29	0	0	0	0	0	0	0	0	47	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0
7f3b0cd5a23a566e2349f4929230f9cd	84	0	61	9	68	0	0	104	3	16	22	22	0	5	0	0	10	17	12	0	11	17	222	0	0	34	0	0	5
2941b210c4fd576e32080248ad8aec77	0	35	85	48	138	44	56	0	0	40	49	0	0	0	35	0	114	0	34	41	0	32	117	0	21	0	31	0	74
e828e2474b7ec45ab334787ced899201	0	0	0	40	151	0	0	0	511	0	21	94	28	0	0	69	0	0	22	0	0	0	31	0	0	36	0	0	0
b8588f9ae35c236382b372d1c8c51633	22	53	17	634	15	0	7	0	347	16	108	50	9	5	27	24	50	33	5	67	182	77	46	0	12	25	0	29	24
a07a7237ba3b5c0a7a68f5870975e83f	95	111	0	178	123	143	228	96	180	136	55	144	342	0	136	234	111	292	552	0	187	141	0	9	41	104	83	348	39
1f495f99e40adc0db50eaf5eb45a4909	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ba203d2fa314595ff630b8a484bb0e77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07a933a6da1c4a5d49be4f6f96170684	0	0	0	0	0	62	0	199	0	0	0	0	0	0	68	0	58	0	0	151	0	0	63	0	0	147	0	0	0
26a56ff484fb8525ed0161323adef931	22	0	382	64	46	265	109	39	829	10	19	213	41	36	147	6	55	189	19	16	33	219	6	0	0	0	0	0	0
7645f1020257ef0fdb9b76a350fcc545	75	27	61	31	74	17	120	98	15	162	123	61	104	34	57	178	128	82	91	193	124	107	130	0	139	191	0	128	96
fc6f3699f2cf8a0452f5c1b33eb03c96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7ac03915538d8545f01ca751e27e84df	160	47	21	0	20	0	17	98	0	0	8	4	0	5	50	0	137	38	0	3	31	0	15	0	0	244	0	38	20
