OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
c2e86cd07469047826495eeb9a25b81f	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	
c2e946bf925947b40ee8a8b0bafa641a	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	
c2edf3cf04d8b7ada93bf2c2b98d3ae5	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured bacterium
c2f927838956b5f3646ce4f08b9e4ab5	Bacteria	Actinobacteria	Actinobacteria				
c2fcd787593a0e07cd47ee3b6200944a	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium	
c30c5635714bbe2f0408af8ed1c2d61d	Bacteria	Actinobacteria					
c30e06223c6d697dde21a447a4ff2985	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	
c31e6ae230675b78aa97f61c7e46c01b	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	
c31eaa520178fa7594b64a48cd159e3c	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium
c31fe41c8b414c8784d4f0156af49bc6	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
c3266188fdc438c8cbbed1fb6d4acbb3	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	
c3281f05bbc2d39b491a6fe4fcd6bc3d	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	uncultured bacterium
c330e487002ed0c00c50e62224d6ba1e	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	
c33344218b3d96978da32b2797caf78a	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae		
c33dd67170e21c29584224de37c4bb76	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
c341622875de0c51d07adc97d2708433	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Luedemannella	metagenome
c3429111d53a5b359b65a4c76ee90d3a	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium
c3447967f4aa8acbb76a3c7177848d1b	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera	uncultured bacterium
c345ddb4c324127522cde164292993ae	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	24-Nov	uncultured bacterium	uncultured bacterium	uncultured bacterium
c34771f129f973b6fa40116f35e5232a	Bacteria	Cyanobacteria	Melainabacteria	Vampirovibrionales	uncultured bacterium	uncultured bacterium	uncultured bacterium
c348db7c6d677ca8277ed311cf755568	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	
c35a695a890730304234b596cea06b8f	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured bacterium	uncultured bacterium
c36775ca11d635d032ae68e61eca0d79	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured bacterium
c37c82c5f4d75e00c65423d20e3424d2	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	FFCH7168	uncultured bacterium
c37f1b4866d6f7e2567a806f091316fc	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	metagenome	metagenome
c37f4e9d83ffee49fe7ca58ebc423c4f	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	uncultured bacterium
c38d52e8b98418a1726506aa0e058a29	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41		
c38e038aceaf409ab65935bced08f47b	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	uncultured bacterium
c3908c2561431d9970dd807fa98edc14	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	FFCH7168	uncultured bacterium
c39a0cdcae3835ae89dbaeb9f0f0551e	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	
c39dd48d4c9586e69f86c873edde1735	Unassigned						
c3b6d2f8e2d873edcbf851c12944cc6a	Bacteria	Chloroflexi	AD3	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
c3b77b876badb025b5643e4687f0652a	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	
c3cb7b09b38605607a6fd8d39474bcdd	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	uncultured bacterium	uncultured bacterium
c3cf587e3fbe8d7a6219a06b0c9940cc	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium
c3d2744dc25bc8c7ba26d3b009f4029b	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
c3dc431149326f9d72dd53eb32b9b511	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured bacterium
c3df4a8fcce8bbef2431049e43b74576	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus	
c3e7591690e157531dc9471d28f8bce2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	uncultured bacterium
c40883dc5bd8cc06d731fa186100efd2	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
c40af1dee6016139b7d5388aa8faa9b6	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured		
c4157a65477bce08ecef45c333eb0a22	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	uncultured bacterium
c4206e61f39311d0094aa5f5e52237c8	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
c425fbe632d9289b037a7b6d38ef55d5	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	uncultured	
c43050ffe468043a1f82f6d6e6d08088	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured bacterium
c43b4d9e1e9c84ddde8ec85b5adf1a3a	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
c4421c2625b27aac3b531118bc0581b0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	
c4427c570f02ce53aab8c5a2aa709f47	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 1	uncultured bacterium
c472759e1df598a41b6bc1282c2a7609	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	
c476e038b8de681fb1427ee5e22d99da	Bacteria	Actinobacteria	Acidimicrobiia	uncultured			
c4809a56492dc7b8f07579da7205fe76	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	metagenome
c4870516aa47383e143ef6529cc0a3b3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	uncultured bacterium
c489c796fe873e439d1cad8ac36ae420	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae		
c48bb493c48f36a99d87877c3c9233c1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	
c4996b8776987747ae6b769ec4888ad0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 1	uncultured bacterium
c4a63cf00ad397bf3c610375ffcd475b	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
c4a88220d0edea46d23e6bfadc66a702	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	uncultured bacterium
c4b6ec7577c517e55c7dc640ee705fd2	Bacteria	Acidobacteria	Subgroup 6	uncultured Acidobacteria bacterium	uncultured Acidobacteria bacterium	uncultured Acidobacteria bacterium	uncultured Acidobacteria bacterium
c4bc6e947fab447e439d04afce5775f0	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae		
c4d3691537cd9e968c58f1745acc0d59	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256			
c4d56a830dbebbba727aec0983f92cee	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
c4d75681448a82b6e722979661cef666	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	
c4da58ba110b398d680e923b80134542	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	uncultured	uncultured bacterium	uncultured bacterium
c4f2db6d077a3c33c2b0422e100ddbec	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1	uncultured bacterium
c50a39d027801a8dedd608acddfe7252	Bacteria	Cyanobacteria	Sericytochromatia				
c50e9bbd852a5b3e8f505cc130ff4af7	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Terrisporobacter	uncultured bacterium
c513429ed452899856224d768817f015	Bacteria	Chloroflexi	Dehalococcoidia	S085	uncultured bacterium	uncultured bacterium	uncultured bacterium
c5178129d424c0442ae4fe09a8a3493d	Bacteria	Chloroflexi	JG30-KF-CM66				
c5225b979be7b6164f57ac2600387741	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lechevalieria	
c52365122655deac75cf700ed5c5e169	Bacteria	Chloroflexi					
c523802d7e38914876ad183e53462395	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
c525c4fe37ccfffbf5e352a5b24c4d9c	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	
c526ba560ae8795297ef00df7ac305d7	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	uncultured bacterium	uncultured bacterium	uncultured bacterium
c5312f5c91d522c4fe6d428f16433721	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	
c5334e6f574c746cae77ed706dd1f6d3	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	uncultured archaeon	uncultured archaeon
c53aed5628f6939e6bd7e1ea77831ed6	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	uncultured	uncultured bacterium	uncultured bacterium
c53fd4323705ea91ffa57f8cde4df5a6	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	uncultured bacterium
c543f53ba27fa942e46af7e05fedd644	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured	metagenome
c54469cf9a8a43018533a6625c8e02eb	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Bryum argenteum var. argenteum	Bryum argenteum var. argenteum	Bryum argenteum var. argenteum
c54769fae22c4bc0df038df99519096b	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	
c54bd75457fc23d90b7baec03c447b4e	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
c5528a4ed4c82d0f031e2398e792d1a4	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	uncultured	uncultured bacterium
c55e5ec318b2e093337e1b0f86ddf109	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae		
c56ddb3fe8b5ac03e0412705e9072b17	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium
c5718d06ef8fa62ff0fa8b30374fa663	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
c57d181f592388ea36fa33ee32de621e	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	uncultured bacterium	uncultured bacterium
c5813d21ae24569bc7f9ff396b9c8fac	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25		
c58fe2ff2b486b950725592ff9670b19	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis		
c593e418d83a89ad4c50c60506a168cb	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Catellatospora	
c59774a5bd092ccea8a9fb96b9b27ef1	Bacteria	Acidobacteria	Subgroup 6				
c599381e36e2bc4363bc4cc206948e48	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
c59fd38f264af2e3621c1d2fd17a3e8c	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
c5a21cd74b6f9d6e02c2c4929e0600cd	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
c5b203ccdb461d3b761a00600656ebf6	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
c5bab8d5af389b2fefb0de456d554b66	Bacteria	Armatimonadetes	uncultured				
c5bda53223f854fdaa9bc242c189de37	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium
c5cee87a888a0ac2e916085d6af54f8e	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	uncultured bacterium
c5d04b1806293445ff4268a6ff4a29ae	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	uncultured bacterium
c5d628e1cd96d7236139375e4b46d7fd	Bacteria	Actinobacteria	Actinobacteria	Frankiales			
c5e7239ecebd04e6a089e4e2843c1e5b	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	FFCH7168	uncultured bacterium
c5ed6fd8d7b3fdf3bcf8319f00dfb1a4	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722		
c5fb6a1decdf2593344b4535a2fb6f2e	Bacteria	Actinobacteria	Actinobacteria	Frankiales			
c5fc54470a4c474eaa5294321dfced2c	Bacteria	Chloroflexi	KD4-96				
c60214b1f99eccdb969768ae6d0db37d	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured bacterium	uncultured bacterium
c60c286f165014840a4fe9491aa8dd6b	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium
c6214345620129ae80506ca25964a5e0	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	
c628730e2ad3fdc842b0221db6e98e6d	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	uncultured bacterium
c62f3ec8854bd8d8b0032089d02ed3c0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales			
c6391205c02f62305bae6b65308ed8e0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	uncultured	uncultured bacterium
c63e9e05dcbb049bc36a5e99ed973cd8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella	
c641c4cc852deb6bb885bc77b93339ce	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Luedemannella	metagenome
c6525361245838026593f4c0c2ec7a53	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
c660fb3ef4e14d5679b4f6bce086bf2c	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured bacterium
c662c9e9c8d0fc3adc7e11b4773554e5	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
c6633dfa3a688d8ba0569f7e8c8a29a0	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae		
c6638cfbfb8cb8095b078868ef12ab63	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured bacterium	uncultured bacterium
c667719070dc454f862107e101bf5aa9	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	uncultured	
c667e791d98e83773db3835f56f88ba3	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium
c66c66fdce74129e29acb8e6d461e34d	Bacteria	Actinobacteria	Actinobacteria				
c67248c9f6348747c997f7e0b0905419	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
c675527c3bf26814180ccd8789f288cc	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter	
c6757950018f2177e9a66a2b35c19f22	Bacteria	Actinobacteria	MB-A2-108				
c67ecc83b185e3eda50be4d24ebb890e	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lechevalieria	Ambiguous_taxa
c6849d84b817fda10ddefd0f6aa68730	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fastidiosipila	uncultured bacterium
c689bf89486752e4d15cb3e5b8e2b738	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	
c68b71c2cab9f39da4ae3622180506b5	Bacteria	Actinobacteria	Actinobacteria	Frankiales	uncultured		
c68bf32cc62ceca67d3fa0d07f0a3aa9	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	uncultured Acidobacteria bacterium	uncultured Acidobacteria bacterium
c6939bdc4896bc1dafce9f9cf93bcf83	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera	
c695b4486f1727efd506733ea1aa7c0d	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	
c6988ce418cac6a657f18659b7083693	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	
c69c0ce6f3397375462cc709819e5387	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	uncultured	uncultured bacterium	uncultured bacterium
c6a1c0abc06ad7e92be24c46204f91bb	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	uncultured bacterium
c6a6fec14435f3cc1e4d2aea0248fa95	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	uncultured bacterium
c6aa36d0b1c13f7c47b8cef85baf6395	Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Hydrogenispora	
c6b825bc7089e549c4103cffca06db75	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
c6bb54009fa31c00001a49e89994c960	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	
c6c825325f405c844ce299df2f4e0e10	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	uncultured		
c6c985c5ddfd3fb6fa2b76c7abb87575	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	
c6d61b909fab97bdad8658c2ed6a0187	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	
c6de37e7af47d3733d41fe0b46186785	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	IMCC26207	
c6e334354c8574d2689333d3743f9b04	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured			
c6e7a4d10ff829d153a7d09f37a37647	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	uncultured	
c6ea723a3bc1de09a0fa155572522884	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	metagenome	metagenome
c6efaa812148858f87a35152f4a40aa2	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium
c6f74168d1e9dbd9c9421d0c5fef51ab	Bacteria	Actinobacteria	Acidimicrobiia	uncultured			
c6fc6f98d01b94f5c568d5752228b05a	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	uncultured	
c71b5087b1fbc4ed3bae706cb4e4aba0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
c7218332ba4482e04458edc6798dded6	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	
c721e354b1367bfad7d772818d628d3c	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	JGI 0001001-H03	uncultured bacterium
c723a8cce3d7ca5246d29c8efdbe81f4	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
c744879aa3b348022aad4e0b360663c6	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales			
c74740fe9588b8b4a9877be6c427fa6c	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
c75132bd054015c218319e9de9a4a691	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	
c756e0645ac3d5c4a4891c2f7244be40	Bacteria	Chloroflexi	JG30-KF-CM66				
c7649a73fab7ea02f7375d610bb0b2af	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	uncultured bacterium
c766e2ef03cc4a25969ce83eeb603a3c	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter	
c76e644ad145028e5e9e3327ed60fe78	Bacteria	Chloroflexi	TK10	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
c787a57eeef19438017c5e2abfde6ee4	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	
c7880fe33823bda948d5f6d010557e08	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	
c78eb5afb440af5d99cf2e79e32a3ccc	Unassigned						
c7a04f7142b59df8a1dc676f5635e182	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	
c7a0f625d7fde571dc9e558bca6b1d10	Bacteria	Cyanobacteria	Sericytochromatia				
c7a51d4d34ca9045b9a7a0380b8b5898	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	
c7b88bae23a62c930a0666138a67095d	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	metagenome	metagenome
c7b935d98d0c5b9e2dc31fc00f3e2d1e	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	uncultured	uncultured bacterium
c7bd77d8131d9b54ef5834b02f7b66f3	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	uncultured bacterium
c7c3dfe835ee8cd20bebecf30c3fde45	Bacteria	Chloroflexi	Gitt-GS-136				
c7c9491daef957f9951b729bef58a4a1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales			
c7d30af351d1f35f91784bf3c47cebcf	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
c7d52d1f96a38e22badff2d6ea5e5078	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	uncultured	uncultured bacterium
c7d7e88f6e7f9bf43f93a74e0b7ebabb	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured bacterium
c7e2cdbc5866838bbad8b5e6025af0ec	Bacteria	Actinobacteria	Actinobacteria	Micrococcales			
c7e3a8e10d67cec434bbe16d851275ad	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium	
c7f43249169c9fd4a71b51d63561bcf0	Bacteria	Firmicutes	Clostridia	Clostridiales			
c7f456b21b5df3f09e5c9ae68f20ac95	Bacteria	Actinobacteria	Actinobacteria				
c7f878f436a71250b565029c211be916	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	
c7f9ddad45a21562621e53404fbb36c5	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
c7fd0fd6f8e46c86701cf64d3bf3d0d9	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
c80206e5c7f96ba6b968eefa8ab18e9d	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured bacterium
c808734ea1bafd56c976196a18b13423	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	uncultured	
c80e58412cced7d03912c47ea7bbf69f	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured bacterium
c8128c4ef37615349753dae8a9e82c69	Bacteria	Actinobacteria	Acidimicrobiia	uncultured			
c81ef3e2a9a4f5e0d00fcd7cbcd25117	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	
c820db07704da535c2b0371706ca6147	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	uncultured	
c82304ca9638ed4e550462ec26f58ad4	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	Sporichthya	
c82c0d618c0b003f894afc0216a67506	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	
c832a3b12a5fd328f4e20651f772bcd7	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	uncultured	uncultured bacterium
c835a722484c33f9644148bd0e082fa9	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	uncultured	Ambiguous_taxa
c840fce24d2cba04b4e888a7547bd560	Bacteria	Chloroflexi	KD4-96				
c84d6d1f979c20f0a78df9cf9b729693	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Ambiguous_taxa	Ambiguous_taxa
c8557c798af7f436d7e005f9a9f83ba8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium	
c85d87abbb46f5d76b2b9502c3bd539b	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	uncultured	
c8614cc4a2f0f30c926c65abfc26b4a9	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured bacterium
c86443be8a4247feef41d07144daaa7f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	
c866f0f1bbc13a9a3a221765ee625727	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	uncultured	uncultured bacterium
