OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
0002a4612a2a89d380a9d043f447a201	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	uncultured bacterium
00031702aa1a44795c2b028cace2a487	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	
000ad0d272a9ca71eee7f801b79366f9	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Variovorax	
00106529c2825fe50cb40068f065f5fc	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	
0014dbd4a81ce91c2ea94da30973fe31	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	uncultured bacterium
001a9346a10d6cab828ea42d951a43ad	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	
001d9830cf5ec051cb5f06a6817cf04a	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 1	
001ee59b64bb278cc5299a9316a94661	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	uncultured bacterium
002a2e1623064e1bb1a155a42edb43b9	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	
00311727d67d3f76983b0cd145b846b3	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae		
0034cee4ac657929ce290cb076983545	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	uncultured bacterium	uncultured bacterium
00363f0f9dc9d3c5640cb3fee0765204	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured bacterium	uncultured bacterium
004115d8920f422a587e6a3f0873a3d3	Bacteria	Actinobacteria	MB-A2-108	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
0042a53d5b00bc56753fa07400b60c4a	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured bacterium
0045ddfe8b4419a4cebb1b236598ec82	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	uncultured	uncultured bacterium
005a06fe52dddf964d43bfdac5e76fa0	Bacteria	Acidobacteria	Subgroup 6				
005a44ea1d5f2366d459312ed329e2bd	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	
005e30e80e042c171aa207dbc4c3804c	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
0063b48f7f41308fbd3dd094b6df006f	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256			
0071f3f213b1d4a7a00c92327e33731c	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group	uncultured bacterium	uncultured bacterium
00721195e1e8f5ec8da44fc4a91680b7	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
007431528d836bece2fc0308fbb92024	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	uncultured bacterium
007df93c031116a6be71f9a28c530330	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	uncultured	
0085254a90d51e543af37ee8ae0f1ea8	Bacteria	Actinobacteria					
008dd00f5ab5e6b5b5f0fd2da2600f29	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	
009e494853f84f6a8b290234e3f54a65	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
00a20a6f1b979a0eead53f629b5ad749	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter	
00ab1c001b3f2542efb0d5f9f642e691	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
00aba1af9062a683157f792b30e7a2c4	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	
00b359ba5a8ad9a158c11eb791faa8a0	Bacteria	Chloroflexi	JG30-KF-CM66	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
00b48c5ecd54231d2fa697dfa6a5a2ea	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	uncultured		
00b7aa20b8fef785730fdc3450a053b0	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256			
00bdc149b6d590a9dc9127098f47311e	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured bacterium	uncultured bacterium
00c2d507734aadc41fcfc381a6d13439	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured bacterium
00d04fdc2dd668e2162390fb33c04117	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	uncultured	uncultured bacterium	uncultured bacterium
00e267bf60eae74e9b49dfaf4e6fbd4a	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
00ea6bfefe9ece05fa8495a0f6982916	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae		
00f179f2229e9a3d4e1f4c9c5959260b	Bacteria	Chloroflexi					
0105304774f6632d42d51608cee643d8	Bacteria	Actinobacteria	MB-A2-108	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
01065f7068e91e34b7195f6618f1dbfd	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	metagenome	metagenome
010e31d01efd3aacd45c46b84553ae1e	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
012e1cb6d11db0c7e62eafab2501ea06	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured bacterium
013535d2854d198ed62881c48c030a20	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium
0156e29f294b463b4468ae7ec20f4219	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
0157ac654ef6b4b0845d1c11d0876ff1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42		
015ea85e56eb2faee50619ec47d79742	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Angustibacter	
015f8815be40ec3f4b72b85d0f8a36f5	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	
0161ef70dc455ba44f7a07f358040785	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium
0165dc3cd0b2d618b00dff5229a57dba	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia	
016c4e3271a0f575eea049296e8d835c	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium
0181330d354b5462ed851dd91f9c6b6a	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256			
0184bb958d135495a268a7a2d2467ac7	Bacteria	Actinobacteria					
018ea4e62b89c30e088dece99d56a454	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
0193ae91c4494b0fb8affb36809891f1	Unassigned						
01953c002bfb57dcbfb5c7112863e635	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
01a9ede76ea5cad238a4136d95c9ed64	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured bacterium	uncultured bacterium
01abdfa3b68cc9236ec04e2f4a7f71b9	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	uncultured bacterium	uncultured bacterium
01af5073e47160083b0f7fcb0b4d9a29	Bacteria						
01b0069431880463f5a6c1da210bbdbd	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured bacterium	uncultured bacterium
01b06aeab8027328846a120f48a076b6	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	uncultured bacterium
01ba93405f4f22c86eb3bafaf0b4d1fc	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	
01c7c95c90b90a9d4d78ee9bf0603f75	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
01d5e31038b27caaf1d0c18b8d7754df	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	AKIW659	
01d7c314e88b077b6c411fc4fd2928f8	Bacteria	Chloroflexi	Ktedonobacteria	C0119	uncultured bacterium	uncultured bacterium	uncultured bacterium
01d98aeecbf30ed1d0bf59d019bf42e5	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Terrisporobacter	uncultured bacterium
01dd8983493aaa0756919f7ecfdef92e	Bacteria	Actinobacteria	Actinobacteria	Frankiales			
01f5acf854b3376a712f4f15ecd754eb	Bacteria	Chloroflexi	TK10	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
01fb089dac11f8e2f3fbb805fc0ff052	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	uncultured	uncultured bacterium
02091bc29d2f0ac8cf66983e6d6412b4	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	uncultured bacterium
021027f526e1f1a5a30ee0cace6fccaf	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera	uncultured bacterium
02163c876d105e6d1d7b6d93510b77ec	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	
0217052d7f8e61c22dfa6a277eefcdff	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
021ed4ad7e79d80af5aa041ab33ab302	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
021f7073bfc1be0a3c18949309e5d1ed	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	
023b81cca3ba5c3801ec817be003e925	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
023d31668d0fd6cf5c67a559a27c5731	Bacteria	Chloroflexi					
02493f22dd1ba6f67201a32034d70567	Bacteria	Chloroflexi	Gitt-GS-136	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
024f5952d5fa9aa54d749d6d6fdb37b9	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter	Ambiguous_taxa
0251bd8f2cec3394f14699de17ad5dc4	Bacteria	Actinobacteria	Actinobacteria	Frankiales	uncultured	uncultured bacterium	uncultured bacterium
025dd5ecb8b5d9f615c34f2ce2c32f50	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae		
025de8e6f4814ce6f4f684078613e532	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
025f9ac663fa3c7673479b83cd5223f4	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium
02601c82d1af43b1224371b58fd78d0e	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
026053f0fe2e2c20877ee126c0ab510f	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	
0262462553da6796938c2b1b671724d7	Bacteria	Actinobacteria	Actinobacteria	Frankiales	uncultured		
026bef32640ed01169d3dcd8fda639ad	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	uncultured bacterium
027022891ffc5ff2882496afe4dfeff0	Bacteria	Acidobacteria	Subgroup 6				
02762e3ccd0beaa0311f1128acf4f1fc	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
0299ff8b5f0d895515d11fdbe40fc622	Bacteria	Acidobacteria	Subgroup 5				
029c113b49068467b7be626651305e25	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Luedemannella	metagenome
02a04bdf833bfa39508f47177b93ea93	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	Ambiguous_taxa
02b97e3d5af2457010dc2cb16147c804	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera	
02bc164d46de306e843c654432c65827	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	
02be10bac33a4b80efd527cb7ea630bc	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
02c71f6febd9c2286c6c917b79500f9d	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	uncultured	
02ce562ba99bbb651bbffc0865155397	Bacteria	Chloroflexi	AD3	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
02d1493673904ba3cdcbb6646d701194	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon	uncultured bacterium
02d916a6a5e13e37e1b1a71037f1d59e	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured bacterium	uncultured bacterium
02e23985007105766c5b603f153357ff	Bacteria	Acidobacteria	Subgroup 11	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
02e443db8de10cc1d054c9e3d9caeb85	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Occallatibacter	
02e9a8324a2a550a7cb118cd9f3a2ab2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	
02f13995501a9a291310cba64696c500	Bacteria	Actinobacteria	Acidimicrobiia	uncultured			
02f5bf469d9ebb463343e72d29dd3f54	Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Hydrogenispora	uncultured bacterium
02f89112037d788de01f140c6f93c26b	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium
02fd21c50f3cc2b857be46aaa2de1e3d	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	AB1	uncultured bacterium	uncultured bacterium
0300f1411a08957949f761a6ca775676	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae		
030d2cbdb613e0e72660a7d5b055ef3f	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	uncultured bacterium
0316c036d5147e82f6ef4fa2d55b952f	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	
0325453da9b32fb986d02010304be4de	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae		
032a40a1abc1187ff94f382d4e58a4fc	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
032c90af92c1c13f2ce7677876e3e37b	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter	
032f4140c6561b5124ee4744e9ffafd3	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	uncultured	uncultured bacterium	uncultured bacterium
033d8fbdefd0bbdafe7953da81ce0029	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	
0341a4d1082e9436b36e791920ea76c5	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
0342796e0818ecb7003ccf776ed7a2a0	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256			
0355ec5d83f4538a918d01861a0079b9	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	
03579f9af65c6900c235a856c6fd9660	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	uncultured bacterium
0376dfd7edf18fd3f42deb40078d8b57	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	
037c525f2e01d3d09398065a47a6f49a	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	
037e9877ab42e7d63a8e8d38748cb8db	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
03859dbd73d2808379b2c7760725a621	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	
038b6df6a334527e7df33d3e9b38a69b	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	
038e4e72cee2bf71bbef9741367583f8	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	uncultured bacterium
03a08217ffc1f648c888360858f5287b	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Micropruina	
03a202f9d8a64a22980c8605381ffbad	Bacteria	Chloroflexi	P2-11E	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
03a44fc51725b397462795f76364d434	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter	
03a89a7a9485aad56b000878bbc620e1	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured bacterium	uncultured bacterium
03a9ec723efd868bdaf7544f05dad895	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
03b56c460c0fa02be14099cb116055d1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 8	uncultured bacterium
03c5cd9cce75b4a3a7f3c002bdde9e68	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
03c604fefd4aacf158f985a68d998f4e	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Nostoc PCC-73102	
03c95a77539162853ffab22016972995	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	uncultured bacterium
03cb82511b201da822e6ec7b50a4b3c7	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae		
03d18baa41051a06926d781c01550f02	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	uncultured archaeon	uncultured archaeon
03dd82cf870ceed2a70a847a7c4f1cbb	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured bacterium	uncultured bacterium
03e04d1ec85ab136cc7b0494403f9e89	Unassigned						
03eba32a4ae918b8a989844db482c852	Bacteria	Acidobacteria	Subgroup 22				
03edbcf6fc21cfabea2fd4667cf8b0c5	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Anaerovorax	uncultured bacterium
03f09479c5e86fc3d9fad85dea22184b	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
03f16d811387975d0b2c44b272cd371d	Bacteria	Cyanobacteria	Sericytochromatia	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
03f3d795e75f208e201e0f4fe559def7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	metagenome
03f8f718b015898327ca2e8cf74f4ee0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	uncultured bacterium
0415d1e159d773e8ab058c555c4ec026	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 1	uncultured bacterium
04163b9b9c1e7d59bc2b69c94485bebf	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured bacterium
041fa90463422133fb6fdb04abbc380f	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	uncultured	uncultured bacterium
042d4e96b8c6f634f54a7ca98f16decf	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	uncultured bacterium
042f3287070f0e2ef16384374aafbcb8	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	
043263600df920c1ef6181ad0e809e2e	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae		
043cf15c47f158105468c2f02ec89d92	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	uncultured	
043e8d0470572f58b9e62636002fe036	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter	
044388ba75a46859d00c1cbeba657b1a	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
04462ee21aa05cbce90a52c923928ff2	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b		
044b11edb2ed0ad3d2919d8de94db201	Bacteria	Chloroflexi	AD3	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
044cbb5d6f32fcdb47bc088c61cd40b2	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
04517c5922760daca5cd6a8a9af268e0	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured	
0459de978835daf9e229a920c114a701	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae		
045b4521a3650166e5e857f561e05c3d	Bacteria	Cyanobacteria	Melainabacteria	Obscuribacterales	uncultured bacterium	uncultured bacterium	uncultured bacterium
045b597f946681080426af78c5335df7	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae		
045d1701138fadb9aab9c430ed01c5b1	Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Hydrogenispora	uncultured bacterium
0462c5a1c6c4fb921eaa5c45ac9b7493	Bacteria	Margulisbacteria	uncultured organism	uncultured organism	uncultured organism	uncultured organism	uncultured organism
046ed5f9f2b07d700697545174f7acf9	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	uncultured bacterium
04737097d5ca53340fbda458c10ca5c9	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	
047aa960a06b33067fe1c082ed7a5778	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
047f112f43848598e59c9d1ce3fae7fb	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera	
0481af6774bf8248cc87037a1e57ef11	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	metagenome	metagenome
048a4fa9fe3f1c3f06c7de6ab71f6a4a	Bacteria	Chloroflexi	TK10	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
0493c3a90aa2d254efb898dd85cb27cc	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
049443f0cb10867736a7f7a64e41cd1f	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	
04a788d49fff0db058d9d0278bca6660	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
04a7be925b32119ac042f020668dc346	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	uncultured		
04be04f23f3d16d2b65d4d185c2a4fcb	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium
04c9009c667fc2efafed95735c3a26fd	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae		
04cdc5643382982b669536d85af07820	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	
04cf93c404e94188e60de03160411ab1	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	uncultured bacterium
04d9464c234fa4fd6d3648bbdcd67679	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
04dac0514dfa9e71a28830d11e603f98	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
04e0fefee520c2bad36cff3b4fb0c752	Bacteria	Acidobacteria	Subgroup 6				
04f1d9c80f5a1baba0c5b600005169d6	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	uncultured bacterium
04f70b45140d1849e68ac3b2ed0ee0f7	Bacteria	Chloroflexi	Dehalococcoidia	S085	uncultured bacterium	uncultured bacterium	uncultured bacterium
0500b3172a78a43005c8810aac88439a	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	uncultured	uncultured bacterium
050672d72aa85da7693ce88cd9aa5605	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	
0510c292ee1c168236b4bfecf3f32795	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	
0521e4981c1bc4b4d65339b4836be4f6	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium
052f89df3def5509855ae6a1ac426197	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	uncultured bacterium
053ffbb54191a4a599f2212e5d87614a	Bacteria	Actinobacteria	Actinobacteria	Frankiales			
054129f913a182e7e6fbec4259ea203b	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
0554d2f7f94b806308ee751991555ed7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	
055827e2f86d4e17ab776c69d42dfd16	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Paenarthrobacter	
0559047b602f2c458b3cb0879bf2bbe4	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	uncultured bacterium
055c2a25a4aeafc4db7e7fba722261a4	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured bacterium
05621eeb86dd656b87de4e896e455412	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	uncultured	uncultured bacterium
056694bf1aabd87012e23a3e23850913	Bacteria	Actinobacteria	Actinobacteria				
0567693ca4ae5a70dde5e39f108372ef	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
057f3dbeeb8c1f33a136c6346a24adb0	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured bacterium
05945ed3b10ef60b66eff2ee1581a2a9	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured bacterium	uncultured bacterium
059c03c9c0c0b36ade257df110ce7b10	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Ambiguous_taxa
059d3b1043eb5dbdc471df77242d9b32	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Nostoc PCC-73102	
